Title,Link,PropertyType,Price,Location,State,Bedrooms,Bathrooms,Area,Down_Payment,Payment_Method,Price_Per_M
89sqm apartment for sale in Palm Hills Alexandria with a down payment starting from only 5% and easy installments up to 10 years.,https://www.bayut.eg/en/property/details-502944579.html,Apartment,9500000,Palm Hills,Palm Hills,1,1,89,475000,Installments,106741.57
Live in the heart of Palm Hills Alexandria – 120 sqm apartment with only 5% down payment and installments over 10 years.,https://www.bayut.eg/en/property/details-502910363.html,Apartment,10600000,Palm Hills,Palm Hills,2,2,120,530000,Installments,88333.33
"Apartment for sale in Alexandria by Palm Hills Alexandria, installments over 10 years, finished",https://www.bayut.eg/en/property/details-502984354.html,Apartment,13640000,Palm Hills,Palm Hills,3,3,161,682000,Installments,84720.5
"Snapshot apartment for sale at a huge discount in Palm Hills Alexandria, one of the most distinguished projects in Alexandria, Bahri in its entirety.",https://www.bayut.eg/en/property/details-502424387.html,Apartment,6650000,Palm Hills,Palm Hills,1,1,90,0,Cash,73888.89
134 sqm Apartment for Sale in a Prime Location in Palm Hills Alexandria Fully North-Facing with a Stunning View and a Big Discount!,https://www.bayut.eg/en/property/details-502423712.html,Apartment,9100000,Palm Hills,Palm Hills,2,2,134,0,Cash,67910.45
Live in the heart of Palm Hills Alexandria – 120 sqm apartment with only 5% down payment and installments over 10 years.,https://www.bayut.eg/en/property/details-502423166.html,Apartment,10600000,Palm Hills,Palm Hills,2,2,120,530000,Installments,88333.33
179 sqm apartment for sale in Palm Hills Alexandria with a down payment starting from only 5% and easy installments up to 10 years.,https://www.bayut.eg/en/property/details-502422900.html,Apartment,15500000,Palm Hills,Palm Hills,3,3,179,775000,Installments,86592.18
"Apartment for sale, 89 m², with a large discount, open view of the landscape, with installments over 10 years",https://www.bayut.eg/en/property/details-502178077.html,Apartment,6200000,Palm Hills,Palm Hills,1,1,89,0,Cash,69662.92
"With a 5% down payment and installments over 10 years, own an apartment in Palm Hills Alexandria, prime location, 161 m²",https://www.bayut.eg/en/property/details-502177872.html,Apartment,14000000,Palm Hills,Palm Hills,3,3,161,700000,Installments,86956.52
Villa Stand Alone With Bassment (512m Land Area + 376m Bua) in Palm Hills Alexandria Compound,https://www.bayut.eg/en/property/details-502988114.html,Villa,42000000,Palm Hills,Palm Hills,6,6,512,0,Cash,82031.25
"Tessera Upper Villa with Penthouse for sale, 309 sq m + 71 sq m terrace, Palm Hills Compound, Alexandria (EGP 10,000,000 down payment - immediate deli",https://www.bayut.eg/en/property/details-502970576.html,Villa,17554200,Palm Hills,Palm Hills,5,4,380,10000000,Installments,46195.26
"Apartment for sale, 204 sq m, Palm Hills Compound, Alexandria (Immediate occupancy, fully finished - Double view, Green Spine & Landscape)",https://www.bayut.eg/en/property/details-502970468.html,Apartment,12809951,Palm Hills,Palm Hills,3,2,204,6404980,Installments,62793.88
"Villa (Stand-Alone with Penthouse (V1) for sale, 300 sq m garden + 436 sq m built-up area, Palm Hills Alexandria compound (view of Green Spin",https://www.bayut.eg/en/property/details-502970187.html,Villa,43000000,Palm Hills,Palm Hills,6,4,736,33000000,Installments,58423.91
A Townhouse With A Very Prime Location In Palm Hills Alexandria,https://www.bayut.eg/en/property/details-502971387.html,Townhouse,12700000,Palm Hills,Palm Hills,3,3,230,0,Cash,55217.39
Distinctive apartment for sale in Palm Hills Alexandria,https://www.bayut.eg/en/property/details-502851058.html,Apartment,9832000,Palm Hills,Palm Hills,2,3,120,800000,Installments,81933.33
Resale Apartment – 217 sqm (Palm Hills Alexandria),https://www.bayut.eg/en/property/details-502998360.html,Apartment,14100000,Palm Hills,Palm Hills,3,3,217,6500000,Installments,64976.96
Twin House With Basement For sale(Bua 367m + Land 258m) In Palm Hills Alexandria,https://www.bayut.eg/en/property/details-502990218.html,Twin House,25000000,Palm Hills,Palm Hills,5,5,367,0,Cash,68119.89
"Apartment for sale, 217 sq m, Palm Hills Compound, Alexandria",https://www.bayut.eg/en/property/details-502988324.html,Apartment,14065190,Palm Hills,Palm Hills,3,3,217,6938000,Installments,64816.54
Apartment for sale 218 m (Palm Hills Alexandria),https://www.bayut.eg/en/property/details-502323144.html,Apartment,11000000,Palm Hills,Palm Hills,3,3,218,10350000,Installments,50458.72
A Townhouse Middle With A Prime Location In Palm Hills Alex,https://www.bayut.eg/en/property/details-502971110.html,Townhouse,12100000,Palm Hills,Palm Hills,3,3,200,0,Cash,60500.0
Apartment for sale 119 m (Palm Hills Alexandria),https://www.bayut.eg/en/property/details-502925420.html,Apartment,10555000,Palm Hills,Palm Hills,2,2,119,800000,Installments,88697.48
"Tessera upper villa with penthouse for sale, 309 sq m, Palm Hills Compound, Alexandria (Double View - overlooking Wadi Degla Club)",https://www.bayut.eg/en/property/details-502777837.html,Villa,17554000,Palm Hills,Palm Hills,5,4,380,10000000,Installments,46194.74
"Standalone Villa (V2) with Basement for Sale, 427 sq m Built-up Area + 250 sq m Garden, Palm Hills Compound, Alexandria (EGP 14,000,000 Down Payment +",https://www.bayut.eg/en/property/details-502966231.html,Villa,31000000,Palm Hills,Palm Hills,5,6,677,14000000,Installments,45790.25
an apartment with garden for sale in Palm Hills Alexandria with the lowest down payment,https://www.bayut.eg/en/property/details-502965456.html,Apartment,10880000,Palm Hills,Palm Hills,4,3,179,0,Installments,60782.12
Townhouse for sale in installments ready for viewing in a well known compound.,https://www.bayut.eg/en/property/details-502961666.html,Villa,16550000,Palm Hills,Palm Hills,4,5,246,1260000,Installments,67276.42
"Apartment for sale, 161 sq m, Palm Hills Compound, Alexandria (Down payment: EGP 575,000)",https://www.bayut.eg/en/property/details-502921766.html,Apartment,11500000,Palm Hills,Palm Hills,3,2,161,575000,Installments,71428.57
Fully finished Villa for sale in Palm Hills ready to deliver| Private Swimming Pool | Ready for Viewing with best discount | 230 m² + Private Parking  Details:  Unit Type: Villa  Built-up Area: 230m²  Private swimming pool  Private parking space  Ready fo,https://www.bayut.eg/en/property/details-502865621.html,Townhouse,18000000,Palm Hills,Palm Hills,5,5,230,0,Cash,78260.87
Tissera for Sale in Palm hills Alexandria Immediate receipt,https://www.bayut.eg/en/property/details-502967257.html,Villa,18823960,Palm Hills,Palm Hills,4,4,246,12347000,Installments,76520.16
"Villa for sale, ready for immediate delivery, fully finished, in a prime location by Palm Hills Alexandria",https://www.bayut.eg/en/property/details-502897707.html,Villa,11000000,Palm Hills,Palm Hills,4,3,286,0,Cash,38461.54
"Standalone villa with basement for sale, 350 sq m built-up area + 200 sq m garden, Palm Hills Alexandria compound",https://www.bayut.eg/en/property/details-502966443.html,Villa,33200000,Palm Hills,Palm Hills,5,6,550,18500000,Installments,60363.64
Twin House With Penthouse Resale In Palm Hills Alexandria,https://www.bayut.eg/en/property/details-502998581.html,Twin House,23906400,Palm Hills,Palm Hills,4,4,323,20000000,Installments,74013.62
Palm Villa with Basement for Resale in Palm Hills Alexandria (Prime Location),https://www.bayut.eg/en/property/details-503008581.html,Villa,35100000,Palm Hills,Palm Hills,5,5,351,13868013,Installments,100000.0
Apartment for sale 204 m (Palm Hills Alexandria compound),https://www.bayut.eg/en/property/details-502060170.html,Apartment,14781000,Palm Hills,Palm Hills,4,4,204,8000000,Installments,72455.88
"Apartment for sale, ready for immediate delivery, fully finished by Palm Hills Alexandria",https://www.bayut.eg/en/property/details-502897491.html,Apartment,5000000,Palm Hills,Palm Hills,2,2,203,0,Cash,24630.54
"Apartment for sale in Alexandria by Palm Hills Alexandria, installments over 10 years, finished",https://www.bayut.eg/en/property/details-502949310.html,Apartment,14550000,Palm Hills,Palm Hills,3,3,181,1455000,Installments,80386.74
Own a corner apartment with a distinctive layout in Palm Hills,https://www.bayut.eg/en/property/details-502952023.html,Apartment,16737000,Palm Hills,Palm Hills,3,3,161,2122252,Installments,103956.52
161 sqm apartment for sale in Palm Hills Alexandria with only 5% down payment and installments over 10 years.,https://www.bayut.eg/en/property/details-502422896.html,Apartment,14000000,Palm Hills,Palm Hills,3,3,161,700000,Installments,86956.52
Apartment for sale in Palm Hills Alexandria with 10-year payment plans,https://www.bayut.eg/en/property/details-502930257.html,Apartment,15563000,Palm Hills,Palm Hills,4,4,181,1363000,Installments,85983.43
"Standalone Penthouse Villa for sale in Palm Hills Alexandria, prime location on Green Spine, north-facing with unobstructed view. Land 393 SQM, built-",https://www.bayut.eg/en/property/details-502986363.html,Villa,46118000,Palm Hills,Palm Hills,5,8,393,604000,Installments,117348.6
"Twin House Villa with Basement for Sale, 357 sq m, Palm Hills Compound, Alexandria (Immediate Delivery)",https://www.bayut.eg/en/property/details-502974594.html,Twin House,21500000,Palm Hills,Palm Hills,4,5,357,0,Cash,60224.09
"Apartment for sale, 220 sq m - Asafra, second building from Gamal Abdel Nasser Street Price: 3,850,000 EGP",https://www.bayut.eg/en/property/details-503006802.html,Apartment,3850000,Asafra,Asafra,3,3,220,0,Cash,17500.0
Apartment for sale in Al-Asafra (off the corniche) 135 sqm,https://www.bayut.eg/en/property/details-502991442.html,Apartment,3500000,Asafra,Asafra,3,1,135,0,Cash,25925.93
"Apartment for sale on Al-Asafra Street, second floor, three rooms and a reception area, complete with meters, 93 square meters, elevator available, as",https://www.bayut.eg/en/property/details-502695623.html,Apartment,2350000,Asafra,Asafra,3,1,100,0,Cash,23500.0
Al-Asafra,https://www.bayut.eg/en/property/details-502986553.html,Apartment,1900000,Asafra,Asafra,2,1,100,0,Cash,19000.0
"135 sqm apartment for sale - Al-Asafra Bahri - price 2,800,000 million",https://www.bayut.eg/en/property/details-502968864.html,Apartment,2800000,Asafra,Asafra,3,2,135,0,Cash,20740.74
ش 45 الرىيسى غرفتين فيو المترو الجديد,https://www.bayut.eg/en/property/details-205431031.html,Apartment,1800000,Asafra,Asafra,2,1,75,0,Cash,24000.0
Apartment for sale in Al-Asafra (Atlas St) 170 m,https://www.bayut.eg/en/property/details-503008534.html,Apartment,5300000,Asafra,Asafra,3,2,170,0,Cash,31176.47
Apartment for sale in Al-Attarīn,https://www.bayut.eg/en/property/details-502996472.html,Apartment,1650000,Attarin,Attarin,2,1,100,0,Cash,16500.0
Apartment with an open sea view and overlooking shalalat Gardens,https://www.bayut.eg/en/property/details-502949451.html,Apartment,15430000,Azarita,Azarita,5,3,210,0,Cash,73476.19
Apartment for sale 188 m Al-Azareeta (directly on the tram),https://www.bayut.eg/en/property/details-201870342.html,Apartment,6400000,Azarita,Azarita,3,2,188,0,Cash,34042.55
For Sale in Zizinia (115 sq m) Ibrahim El Attar .,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-backus-ibrahim-elattar-st-8296742.html,Apartment,3000000,Ibrahim Elattar St.,Backus,3,1,115,0,Installments,26086.96
"Apartment for Sale – 140 sqm, Bolkly (Ibrahim Ragab St. )",https://www.bayut.eg/en/property/details-503007059.html,Apartment,3550000,Bolkly,Bolkly,3,1,140,0,Cash,25357.14
Apartment for sale 135 m in Bolkly (near Fathallah),https://www.bayut.eg/en/property/details-503008932.html,Apartment,3650000,Bolkly,Bolkly,3,1,135,0,Cash,27037.04
"Apartment for sale, 155 sq m, in Bolkly.",https://www.bayut.eg/en/property/details-502938798.html,Apartment,4850000,Bolkly,Bolkly,3,2,155,0,Cash,31290.32
شقة للبيع 135 م - بولكلى (اسماعيل ذكى),https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-bolkly-ismail-zaki-ahmed-st-8259724.html,Apartment,5000000,Ismail Zaki Ahmed St.,Bolkly,3,2,165,0,Cash,30303.03
"Residential unit for sale, 185 m, in Bulkeley, Abu Qir Street.",https://www.bayut.eg/en/property/details-502737995.html,Apartment,5100000,Bolkly,Bolkly,3,2,185,0,Cash,27567.57
Apartment for sale 190 m in Bukli (Mohamed Kamel Street),https://www.bayut.eg/en/property/details-502949125.html,Apartment,6500000,Bolkly,Bolkly,3,3,190,0,Cash,34210.53
"Apartment for sale, 140m,in Bulkeley, Ibrahim Ragi",https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-bolkly-ibrahim-rady-st-8452824.html,Apartment,3500000,Ibrahim Rady St.,Bolkly,3,1,140,0,Installments,25000.0
"Apartment for sale 255 m, in Bolkly (Ibrahim Ragi",https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-hay-sharq-bolkly-ibrahim-rady-st-8381001.html,Apartment,6900000,Ibrahim Rady St.,Bolkly,4,3,255,0,Cash,27058.82
Apartment for Sale 140 sqm in Boulkely with an open view of Abu Qir Street,https://www.bayut.eg/en/property/details-502882306.html,Apartment,4000000,Bolkly,Bolkly,2,1,140,0,Cash,28571.43
"Apartment for sale, 135 m, Bolkly (steps from Abu Qir Street)",https://www.bayut.eg/en/property/details-502950607.html,Apartment,3250000,Bolkly,Bolkly,3,1,135,0,Cash,24074.07
"Apartment for Sale – 150 sqm – Boulkly, Directly on Mostafa Kamel Street – Price: 3,700,000 EGP",https://www.bayut.eg/en/property/details-502925984.html,Apartment,3700000,Bolkly,Bolkly,3,2,150,0,Cash,24666.67
Apartment for sale 130 m Reception and rooms with open view Licensed apartment,https://www.bayut.eg/en/property/details-502971706.html,Apartment,3650000,Bolkly,Bolkly,3,1,130,0,Cash,28076.92
"For sale, a 192 square meter apartment in the soly vie compound in Borg Al Arab",https://www.bayut.eg/en/property/details-502939957.html,Apartment,5100000,Borg El Arab,Borg El Arab,4,3,192,76500,Installments,26562.5
192 sqm Apartment – 3 Bedrooms in Soly Vie Project – Borg El Arab – Alexandria,https://www.bayut.eg/en/property/details-502992786.html,Apartment,5100480,Borg El Arab,Borg El Arab,3,3,192,76500,Installments,26565.0
"Own an independent villa in the ""Malaaz"" compound – in the heart of New Borg El Arab City – next to the new Smouha Club.",https://www.bayut.eg/en/property/details-503018007.html,Villa,17500000,Borg El Arab,Borg El Arab,7,5,486,1750000,Installments,36008.23
Apartment 145m for sale with 10% down payment ,https://www.propertyfinder.eg/en/plp/buy/apartment-for-sale-alexandria-borg-el-arab-city-borg-el-arab-new-borg-al-arab-city-marsa-matrouh-road-8441844.html,Apartment,1490000,New Borg Al Arab City   Marsa Matrouh Road,Borg El Arab,3,3,145,149000,Installments,10275.86
"Apartment for sale 150m in Al-Montazah, first line with direct sea view",https://www.bayut.eg/en/property/details-502994838.html,Apartment,8500000,Alexandria International Airport Borg El Arab,Borg El Arab,3,3,150,0,Cash,56666.67
"Apartment for sale, 300m in Kafr Abdo, in a very unique location.",https://www.bayut.eg/en/property/details-502995168.html,Apartment,19250000,Alexandria International Airport Borg El Arab,Borg El Arab,3,3,300,9000000,Installments,64166.67
Villa town house for sale at Smouha Sports Club,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/townhouse-for-sale-alexandria-borg-el-arab-city-borg-el-arab-new-borg-al-arab-city-marsa-matrouh-road-8530981,Townhouse,9850000,New Borg Al Arab City   Marsa Matrouh Road,Borg El Arab,5,5,295,0,Installments,33389.83
لهواة الهدوء فيلا للبيع ببرج العرب مساحه 2600م,https://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-borg-el-arab-city-borg-el-arab-5341722.html,Villa,7000000,Borg El Arab,Borg El Arab,5,4,2600,0,Installments,2692.31
لهواة الهدوء فيلا للبيع ببرج العرب مساحه 2600م,https://www.propertyfinder.eghttps://www.propertyfinder.eg/en/plp/buy/villa-for-sale-alexandria-borg-el-arab-city-borg-el-arab-5341722,Villa,6500000,Borg El Arab,Borg El Arab,5,4,2600,0,Cash,2500.0
Residential apartment for sale 160 SQM in Camp Chizar – Steps to the Sea,https://www.bayut.eg/en/property/details-502981481.html,Apartment,5550000,Camp Caesar,Camp Caesar,3,2,160,0,Cash,34687.5
"Apartment for sale, 714 m², direct sea view, El Geish Road, Camp Caesar",https://www.bayut.eg/en/property/details-502248587.html,Apartment,38000000,Camp Caesar,Camp Caesar,8,9,714,0,Cash,53221.29
